query_type,query,col_1,col_2,df_command
Sorting & Ranking,organize productz by raatings (least),products,ratings,"df.sort_values(by='ratings', ascending=True)"
Sorting & Ranking,list 20 empoyees having increasing sails,employees,sales,"df.sort_values(by='sales', ascending=True).head(20)"
Sorting & Ranking,sort CategorieS by Orderz in bottom order,categories,orders,"df.sort_values(by='orders', ascending=True)"
Sorting & Ranking,arrange all stoers according to most PROFIT,stores,profit,"df.sort_values(by='profit', ascending=False)"
Sorting & Ranking,get top 3 PRODUCTS greatest RATINGS,products,ratings,"df.sort_values(by='ratings', ascending=False).head(3)"
Sorting & Ranking,get top 20 custmers highest Revenue,customers,revenue,"df.sort_values(by='revenue', ascending=False).head(20)"
Sorting & Ranking,CustomerS sorted most by reveneu,customers,revenue,"df.sort_values(by='revenue', ascending=False)"
Sorting & Ranking,CategorieS sorted bottom by ORDERS,categories,orders,"df.sort_values(by='orders', ascending=True)"
Sorting & Ranking,empoyees sorted most by Sells,employees,sales,"df.sort_values(by='sales', ascending=False)"
Sorting & Ranking,EMPLoyees sorted low to high by unit_sold,employees,units_sold,"df.sort_values(by='units_sold', ascending=True)"
Sorting & Ranking,show top 20 PRODUCTS by ratingz,products,ratings,"df.sort_values(by='ratings', ascending=False).head(20)"
Sorting & Ranking,3 empoyees with greatest sails,employees,sales,"df.sort_values(by='sales', ascending=False).head(3)"
Sorting & Ranking,customrs sorted bottom by Revenue,customers,revenue,"df.sort_values(by='revenue', ascending=True)"
Sorting & Ranking,5 empoyees with greatest SALES,employees,sales,"df.sort_values(by='sales', ascending=False).head(5)"
Sorting & Ranking,show top 5 EMPLoyees by SALES,employees,sales,"df.sort_values(by='sales', ascending=True).head(5)"
Sorting & Ranking,organize PRODUCTS by RATINGS (bottom),products,ratings,"df.sort_values(by='ratings', ascending=True)"
Sorting & Ranking,categores sorted ascending by odders,categories,orders,"df.sort_values(by='orders', ascending=True)"
Sorting & Ranking,categoriess sorted top by ORDERS,categories,orders,"df.sort_values(by='orders', ascending=False)"
Sorting & Ranking,show top 10 empoyees by Sells,employees,sales,"df.sort_values(by='sales', ascending=False).head(10)"
Sorting & Ranking,CustomerS sorted descending by REVENUE,customers,revenue,"df.sort_values(by='revenue', ascending=False)"
Sorting & Ranking,arrange all custmers according to low to high reveneu,customers,revenue,"df.sort_values(by='revenue', ascending=True)"
Sorting & Ranking,show top eight categories by orders,categories,orders,"df.sort_values(by='orders', ascending=True).head(8)"
Sorting & Ranking,list two stores having most profit,stores,profit,"df.sort_values(by='profit', ascending=False).head(2)"
Sorting & Ranking,show top two employees by units_sold,employees,units_sold,"df.sort_values(by='units_sold', ascending=True).head(2)"
Sorting & Ranking,three employees with bottom units_sold,employees,units_sold,"df.sort_values(by='units_sold', ascending=True).head(3)"
Sorting & Ranking,list three employees having greatest units_sold,employees,units_sold,"df.sort_values(by='units_sold', ascending=False).head(3)"
Sorting & Ranking,display five employees sorted by units_sold (increasing),employees,units_sold,"df.sort_values(by='units_sold', ascending=True).head(5)"
Sorting & Ranking,display fifty employees sorted by units_sold (increasing),employees,units_sold,"df.sort_values(by='units_sold', ascending=True).head(50)"
Sorting & Ranking,eight employees with smallest units_sold,employees,units_sold,"df.sort_values(by='units_sold', ascending=True).head(8)"
Sorting & Ranking,list four employees having least sales,employees,sales,"df.sort_values(by='sales', ascending=True).head(4)"
Sorting & Ranking,display nine categories sorted by orders (increasing),categories,orders,"df.sort_values(by='orders', ascending=True).head(9)"
Sorting & Ranking,display twenty products sorted by ratings (decreasing),products,ratings,"df.sort_values(by='ratings', ascending=False).head(20)"
Sorting & Ranking,display six employees sorted by sales (bottom),employees,sales,"df.sort_values(by='sales', ascending=True).head(6)"
Sorting & Ranking,display thirty employees sorted by units_sold (increasing),employees,units_sold,"df.sort_values(by='units_sold', ascending=True).head(30)"
Sorting & Ranking,five products with low to high ratings,products,ratings,"df.sort_values(by='ratings', ascending=True).head(5)"
Sorting & Ranking,get top seven categories most orders,categories,orders,"df.sort_values(by='orders', ascending=False).head(7)"
Sorting & Ranking,show top twenty employees by units_sold,employees,units_sold,"df.sort_values(by='units_sold', ascending=False).head(20)"
Sorting & Ranking,display fifty employees sorted by units_sold (bottom),employees,units_sold,"df.sort_values(by='units_sold', ascending=True).head(50)"
Sorting & Ranking,list seven employees having ascending sales,employees,sales,"df.sort_values(by='sales', ascending=True).head(7)"
Sorting & Ranking,get top four products least ratings,products,ratings,"df.sort_values(by='ratings', ascending=True).head(4)"
Sorting & Ranking,show top six stores by profit,stores,profit,"df.sort_values(by='profit', ascending=False).head(6)"
Sorting & Ranking,display six entries sorted by Posting Updated (highest),jobs,Posting Updated,"df.sort_values(by='Posting Updated', ascending=False).head(6)"
Sorting & Ranking,sort jobs by Title Classification in low to high order,jobs,Title Classification,"df.sort_values(by='Title Classification', ascending=True)"
Sorting & Ranking,list three jobs with highest Title Classification,jobs,Title Classification,"df.sort_values(by='Title Classification', ascending=False).head(3)"
Sorting & Ranking,arrange job entries according to highest Division/Work Unit,jobs,Division/Work Unit,"df.sort_values(by='Division/Work Unit', ascending=False)"
Sorting & Ranking,arrange job entries according to decreasing Full-Time/Part-Time indicator,jobs,Full-Time/Part-Time indicator,"df.sort_values(by='Full-Time/Part-Time indicator', ascending=False)"
Sorting & Ranking,display nine entries sorted by Residency Requirement (highest),jobs,Residency Requirement,"df.sort_values(by='Residency Requirement', ascending=False).head(9)"
Sorting & Ranking,display five entries sorted by Posting Date (low to high),jobs,Posting Date,"df.sort_values(by='Posting Date', ascending=True).head(5)"
Sorting & Ranking,organize postings by Post Until descending,jobs,Post Until,"df.sort_values(by='Post Until', ascending=False)"
Sorting & Ranking,sort jobs by Post Until in top order,jobs,Post Until,"df.sort_values(by='Post Until', ascending=False)"
Sorting & Ranking,organize postings by Salary Range To increasing,jobs,Salary Range To,"df.sort_values(by='Salary Range To', ascending=True)"
Sorting & Ranking,display two entries sorted by Division/Work Unit (least),jobs,Division/Work Unit,"df.sort_values(by='Division/Work Unit', ascending=True).head(2)"
Sorting & Ranking,display eight entries sorted by Posting Date (smallest),jobs,Posting Date,"df.sort_values(by='Posting Date', ascending=True).head(8)"
Sorting & Ranking,list seven jobs with bottom Salary Range From,jobs,Salary Range From,"df.sort_values(by='Salary Range From', ascending=True).head(7)"
Sorting & Ranking,display seven entries sorted by Posting Updated (descending),jobs,Posting Updated,"df.sort_values(by='Posting Updated', ascending=False).head(7)"
Sorting & Ranking,thirty job postings with top Preferred Skills,jobs,Preferred Skills,"df.sort_values(by='Preferred Skills', ascending=False).head(30)"
Sorting & Ranking,four job postings with increasing Salary Range From,jobs,Salary Range From,"df.sort_values(by='Salary Range From', ascending=True).head(4)"
Sorting & Ranking,organize postings by Recruitment Contact least,jobs,Recruitment Contact,"df.sort_values(by='Recruitment Contact', ascending=True)"
Sorting & Ranking,list four jobs with high to low Work Location 1,jobs,Work Location 1,"df.sort_values(by='Work Location 1', ascending=False).head(4)"
Sorting & Ranking,sort jobs by Salary Range From in highest order,jobs,Salary Range From,"df.sort_values(by='Salary Range From', ascending=False)"
Sorting & Ranking,list two jobs with most Minimum Qual Requirements,jobs,Minimum Qual Requirements,"df.sort_values(by='Minimum Qual Requirements', ascending=False).head(2)"
Sorting & Ranking,nine job postings with increasing Job Category,jobs,Job Category,"df.sort_values(by='Job Category', ascending=True).head(9)"
Sorting & Ranking,sort jobs by To Apply in bottom order,jobs,To Apply,"df.sort_values(by='To Apply', ascending=True)"
Sorting & Ranking,forty job postings with ascending Recruitment Contact,jobs,Recruitment Contact,"df.sort_values(by='Recruitment Contact', ascending=True).head(40)"
Sorting & Ranking,display seven entries sorted by Title Classification (greatest),jobs,Title Classification,"df.sort_values(by='Title Classification', ascending=False).head(7)"
Sorting & Ranking,organize postings by Title Code No most,jobs,Title Code No,"df.sort_values(by='Title Code No', ascending=False)"
Sorting & Ranking,show top two jobs by Civil Service Title,jobs,Civil Service Title,"df.sort_values(by='Civil Service Title', ascending=False).head(2)"
Sorting & Ranking,organize postings by Posting Date descending,jobs,Posting Date,"df.sort_values(by='Posting Date', ascending=False)"
Sorting & Ranking,list ten jobs with top Full-Time/Part-Time indicator,jobs,Full-Time/Part-Time indicator,"df.sort_values(by='Full-Time/Part-Time indicator', ascending=False).head(10)"
Sorting & Ranking,display four entries sorted by Residency Requirement (descending),jobs,Residency Requirement,"df.sort_values(by='Residency Requirement', ascending=False).head(4)"
Sorting & Ranking,show top six jobs by Preferred Skills,jobs,Preferred Skills,"df.sort_values(by='Preferred Skills', ascending=True).head(6)"
Sorting & Ranking,display six entries sorted by Work Location 1 (most),jobs,Work Location 1,"df.sort_values(by='Work Location 1', ascending=False).head(6)"
Sorting & Ranking,order jobs based on Salary Frequency (ascending),jobs,Salary Frequency,"df.sort_values(by='Salary Frequency', ascending=True)"
Sorting & Ranking,show top three jobs by Full-Time/Part-Time indicator,jobs,Full-Time/Part-Time indicator,"df.sort_values(by='Full-Time/Part-Time indicator', ascending=False).head(3)"
Sorting & Ranking,twenty job postings with ascending Work Location 1,jobs,Work Location 1,"df.sort_values(by='Work Location 1', ascending=True).head(20)"
Sorting & Ranking,sort jobs by Salary Frequency in increasing order,jobs,Salary Frequency,"df.sort_values(by='Salary Frequency', ascending=True)"
Sorting & Ranking,show top forty jobs by Salary Frequency,jobs,Salary Frequency,"df.sort_values(by='Salary Frequency', ascending=False).head(40)"
Sorting & Ranking,order jobs based on Salary Range To (least),jobs,Salary Range To,"df.sort_values(by='Salary Range To', ascending=True)"
Sorting & Ranking,arrange job entries according to descending Job Category,jobs,Job Category,"df.sort_values(by='Job Category', ascending=False)"
Sorting & Ranking,sort jobs by Salary Range To in least order,jobs,Salary Range To,"df.sort_values(by='Salary Range To', ascending=True)"
Sorting & Ranking,show top twenty jobs by Job Description,jobs,Job Description,"df.sort_values(by='Job Description', ascending=False).head(20)"
Text/String Operations,Get rows where email field has the substring 'Manager'.,email,,"df[df['email'].str.contains('Manager', case=False, na=False)]"
Text/String Operations,Find all values in city that end with 'com'.,city,,"df[df['city'].str.endswith('com', na=False)]"
Text/String Operations,List all records where product_name includes 'tech'.,product_name,,"df[df['product_name'].str.contains('tech', case=False, na=False)]"
Text/String Operations,Get rows where customer_name field has the substring 'Service'.,customer_name,,"df[df['customer_name'].str.contains('Service', case=False, na=False)]"
Text/String Operations,Find all values in category that end with 'Manager'.,category,,"df[df['category'].str.endswith('Manager', na=False)]"
Text/String Operations,Filter rows where product_name contains 'Service' substring.,product_name,,"df[df['product_name'].str.contains('Service', case=False, na=False)]"
Text/String Operations,Filter rows where customer_name contains 'Service' substring.,customer_name,,"df[df['customer_name'].str.contains('Service', case=False, na=False)]"
Text/String Operations,List all records where city includes 'tech'.,city,,"df[df['city'].str.contains('tech', case=False, na=False)]"
Text/String Operations,Filter rows where city contains 'Store' substring.,city,,"df[df['city'].str.contains('Store', case=False, na=False)]"
Text/String Operations,Find category values that contain 'Pro' case-insensitively.,category,,"df[df['category'].str.contains('Pro', case=False, na=False)]"
Text/String Operations,List records where customer_name begins with 'Inc'.,customer_name,,"df[df['customer_name'].str.startswith('Inc', na=False)]"
Text/String Operations,List all records where department includes 'Manager'.,department,,"df[df['department'].str.contains('Manager', case=False, na=False)]"
Text/String Operations,Get rows where category field has the substring 'sales'.,category,,"df[df['category'].str.contains('sales', case=False, na=False)]"
Text/String Operations,Get rows where department field has the substring 'Service'.,department,,"df[df['department'].str.contains('Service', case=False, na=False)]"
Text/String Operations,Get rows where product_name field has the substring 'Inc'.,product_name,,"df[df['product_name'].str.contains('Inc', case=False, na=False)]"
Text/String Operations,Find customer_name values that contain 'Manager' case-insensitively.,customer_name,,"df[df['customer_name'].str.contains('Manager', case=False, na=False)]"
Text/String Operations,List all records where city includes 'Store'.,city,,"df[df['city'].str.contains('Store', case=False, na=False)]"
Text/String Operations,Filter rows where email contains 'North' substring.,email,,"df[df['email'].str.contains('North', case=False, na=False)]"
Text/String Operations,List records where city begins with 'Manager'.,city,,"df[df['city'].str.startswith('Manager', na=False)]"
Text/String Operations,List records where city begins with 'com'.,city,,"df[df['city'].str.startswith('com', na=False)]"
Text/String Operations,Get rows where city field has the substring 'tech'.,city,,"df[df['city'].str.contains('tech', case=False, na=False)]"
Text/String Operations,Find customer_name values that contain 'Inc' case-insensitively.,customer_name,,"df[df['customer_name'].str.contains('Inc', case=False, na=False)]"
Text/String Operations,List all records where city includes 'Inc'.,city,,"df[df['city'].str.contains('Inc', case=False, na=False)]"
Text/String Operations,List records where department begins with 'New'.,department,,"df[df['department'].str.startswith('New', na=False)]"
Text/String Operations,List all records where customer_name includes 'Service'.,customer_name,,"df[df['customer_name'].str.contains('Service', case=False, na=False)]"
Text/String Operations,Find department values that contain 'Store' case-insensitively.,department,,"df[df['department'].str.contains('Store', case=False, na=False)]"
Text/String Operations,List records where category begins with 'tech'.,category,,"df[df['category'].str.startswith('tech', na=False)]"
Text/String Operations,Get rows where customer_name starts with 'tech'.,customer_name,,"df[df['customer_name'].str.startswith('tech', na=False)]"
Text/String Operations,List all records where city includes 'New'.,city,,"df[df['city'].str.contains('New', case=False, na=False)]"
Text/String Operations,Find product_name values that contain 'North' case-insensitively.,product_name,,"df[df['product_name'].str.contains('North', case=False, na=False)]"
Text/String Operations,Show entries where city ends with 'Pro'.,city,,"df[df['city'].str.endswith('Pro', na=False)]"
Text/String Operations,Find all category that contain the word 'tech'.,category,,"df[df['category'].str.contains('tech', case=False, na=False)]"
Text/String Operations,Show entries where department ends with 'Service'.,department,,"df[df['department'].str.endswith('Service', na=False)]"
Text/String Operations,Get rows where product_name starts with 'Store'.,product_name,,"df[df['product_name'].str.startswith('Store', na=False)]"
Text/String Operations,Find email values that contain 'Service' case-insensitively.,email,,"df[df['email'].str.contains('Service', case=False, na=False)]"
Text/String Operations,Get rows where city field has the substring 'New'.,city,,"df[df['city'].str.contains('New', case=False, na=False)]"
Text/String Operations,Find all city that contain the word 'Service'.,city,,"df[df['city'].str.contains('Service', case=False, na=False)]"
Text/String Operations,Get rows where product_name starts with 'Manager'.,product_name,,"df[df['product_name'].str.startswith('Manager', na=False)]"
Text/String Operations,Get rows where product_name field has the substring 'Store'.,product_name,,"df[df['product_name'].str.contains('Store', case=False, na=False)]"
Text/String Operations,Find all customer_name that contain the word 'New'.,customer_name,,"df[df['customer_name'].str.contains('New', case=False, na=False)]"
Text/String Operations,Find all values in city that end with 'Inc'.,city,,"df[df['city'].str.endswith('Inc', na=False)]"
Text/String Operations,List all records where product_name includes 'North'.,product_name,,"df[df['product_name'].str.contains('North', case=False, na=False)]"
Text/String Operations,Find all entries with category matching 'Store' exactly.,category,,df[df['category'] == 'Store']
Text/String Operations,Find all values in customer_name that end with 'North'.,customer_name,,"df[df['customer_name'].str.endswith('North', na=False)]"
Text/String Operations,Find all entries with email matching 'Service' exactly.,email,,df[df['email'] == 'Service']
Text/String Operations,Find category values that contain 'Manager' case-insensitively.,category,,"df[df['category'].str.contains('Manager', case=False, na=False)]"
Text/String Operations,Find category values that contain 'Store' case-insensitively.,category,,"df[df['category'].str.contains('Store', case=False, na=False)]"
Text/String Operations,Find all category that contain the word 'Inc'.,category,,"df[df['category'].str.contains('Inc', case=False, na=False)]"
Text/String Operations,List all records where department includes 'sales'.,department,,"df[df['department'].str.contains('sales', case=False, na=False)]"
Text/String Operations,Find department values that contain 'Inc' case-insensitively.,department,,"df[df['department'].str.contains('Inc', case=False, na=False)]"
Text/String Operations,Show entries where customer_name ends with 'New'.,customer_name,,"df[df['customer_name'].str.endswith('New', na=False)]"
Text/String Operations,List records where product_name begins with 'New'.,product_name,,"df[df['product_name'].str.startswith('New', na=False)]"
Text/String Operations,Find all email that contain the word 'Service'.,email,,"df[df['email'].str.contains('Service', case=False, na=False)]"
Text/String Operations,Find all values in email that end with 'tech'.,email,,"df[df['email'].str.endswith('tech', na=False)]"
Text/String Operations,Find all customer_name that contain the word 'tech'.,customer_name,,"df[df['customer_name'].str.contains('tech', case=False, na=False)]"
Text/String Operations,Find department values that contain 'Service' case-insensitively.,department,,"df[df['department'].str.contains('Service', case=False, na=False)]"
Text/String Operations,Get rows where department starts with 'sales'.,department,,"df[df['department'].str.startswith('sales', na=False)]"
Text/String Operations,Find department values that contain 'Store' case-insensitively.,department,,"df[df['department'].str.contains('Store', case=False, na=False)]"
Text/String Operations,List all records where email includes 'Inc'.,email,,"df[df['email'].str.contains('Inc', case=False, na=False)]"
Text/String Operations,List records where customer_name begins with 'New'.,customer_name,,"df[df['customer_name'].str.startswith('New', na=False)]"
Text/String Operations,Find customer_name values that contain 'Inc' case-insensitively.,customer_name,,"df[df['customer_name'].str.contains('Inc', case=False, na=False)]"
Text/String Operations,Find all customer_name that contain the word 'tech'.,customer_name,,"df[df['customer_name'].str.contains('tech', case=False, na=False)]"
Text/String Operations,Find all values in department that end with 'Store'.,department,,"df[df['department'].str.endswith('Store', na=False)]"
Text/String Operations,Find email values that contain 'Inc' case-insensitively.,email,,"df[df['email'].str.contains('Inc', case=False, na=False)]"
Text/String Operations,Get rows where department field has the substring 'tech'.,department,,"df[df['department'].str.contains('tech', case=False, na=False)]"
Text/String Operations,Find all entries with city matching 'North' exactly.,city,,df[df['city'] == 'North']
Text/String Operations,List records where email begins with 'Service'.,email,,"df[df['email'].str.startswith('Service', na=False)]"
Text/String Operations,Get rows where category starts with 'Pro'.,category,,"df[df['category'].str.startswith('Pro', na=False)]"
Text/String Operations,Find all entries with department matching 'com' exactly.,department,,df[df['department'] == 'com']
Text/String Operations,Find all values in city that end with 'Pro'.,city,,"df[df['city'].str.endswith('Pro', na=False)]"
Text/String Operations,Get rows where customer_name starts with 'Store'.,customer_name,,"df[df['customer_name'].str.startswith('Store', na=False)]"
Text/String Operations,Find all values in product_name that end with 'tech'.,product_name,,"df[df['product_name'].str.endswith('tech', na=False)]"
Text/String Operations,Find all values in product_name that end with 'New'.,product_name,,"df[df['product_name'].str.endswith('New', na=False)]"
Text/String Operations,Get rows where category field has the substring 'Service'.,category,,"df[df['category'].str.contains('Service', case=False, na=False)]"
Text/String Operations,Find customer_name values that contain 'Store' case-insensitively.,customer_name,,"df[df['customer_name'].str.contains('Store', case=False, na=False)]"
Text/String Operations,Find all entries with department matching 'Service' exactly.,department,,df[df['department'] == 'Service']
Text/String Operations,Get rows where email starts with 'com'.,email,,"df[df['email'].str.startswith('com', na=False)]"
Text/String Operations,Find all entries with city matching 'com' exactly.,city,,df[df['city'] == 'com']
Text/String Operations,Get rows where customer_name starts with 'com'.,customer_name,,"df[df['customer_name'].str.startswith('com', na=False)]"
Text/String Operations,Find all entries with department matching 'Service' exactly.,department,,df[df['department'] == 'Service']
Text/String Operations,Find department values that contain 'Manager' case-insensitively.,department,,"df[df['department'].str.contains('Manager', case=False, na=False)]"
Text/String Operations,List records where product_name begins with 'Service'.,product_name,,"df[df['product_name'].str.startswith('Service', na=False)]"
Text/String Operations,Get rows where city starts with 'tech'.,city,,"df[df['city'].str.startswith('tech', na=False)]"
Text/String Operations,Filter rows where product_name contains 'Manager' substring.,product_name,,"df[df['product_name'].str.contains('Manager', case=False, na=False)]"
Text/String Operations,List records where product_name begins with 'North'.,product_name,,"df[df['product_name'].str.startswith('North', na=False)]"
Text/String Operations,Get rows where email field has the substring 'Pro'.,email,,"df[df['email'].str.contains('Pro', case=False, na=False)]"
Text/String Operations,List all records where category includes 'com'.,category,,"df[df['category'].str.contains('com', case=False, na=False)]"
Text/String Operations,Find all values in email that end with 'Service'.,email,,"df[df['email'].str.endswith('Service', na=False)]"
Text/String Operations,Find all customer_name that contain the word 'tech'.,customer_name,,"df[df['customer_name'].str.contains('tech', case=False, na=False)]"
Text/String Operations,List records where customer_name begins with 'tech'.,customer_name,,"df[df['customer_name'].str.startswith('tech', na=False)]"
Text/String Operations,Get rows where department field has the substring 'Service'.,department,,"df[df['department'].str.contains('Service', case=False, na=False)]"
Text/String Operations,Get rows where product_name starts with 'Store'.,product_name,,"df[df['product_name'].str.startswith('Store', na=False)]"
Text/String Operations,List all records where department includes 'New'.,department,,"df[df['department'].str.contains('New', case=False, na=False)]"
Text/String Operations,Find category values that contain 'Pro' case-insensitively.,category,,"df[df['category'].str.contains('Pro', case=False, na=False)]"
Text/String Operations,List records where email begins with 'Inc'.,email,,"df[df['email'].str.startswith('Inc', na=False)]"
Text/String Operations,List all records where product_name includes 'Service'.,product_name,,"df[df['product_name'].str.contains('Service', case=False, na=False)]"
Text/String Operations,Get rows where department starts with 'New'.,department,,"df[df['department'].str.startswith('New', na=False)]"
Text/String Operations,Get rows where department field has the substring 'tech'.,department,,"df[df['department'].str.contains('tech', case=False, na=False)]"
Text/String Operations,List records where department begins with 'tech'.,department,,"df[df['department'].str.startswith('tech', na=False)]"
Text/String Operations,Find all entries with email matching 'Service' exactly.,email,,df[df['email'] == 'Service']
Text/String Operations,find company_name ending in Sales,company_name,,"df[df['company_name'].str.endswith('sales', na=False)]"
Text/String Operations,find email ending in salez,email,,"df[df['email'].str.endswith('sales', na=False)]"
Text/String Operations,department has 'managr' in it,department,,"df[df['department'].str.contains('manager', case=False, na=False)]"
Text/String Operations,product_name has word salez,product_name,,"df[df['product_name'].str.contains('sales', case=False, na=False)]"
Text/String Operations,city has 'Manager' in it,city,,"df[df['city'].str.contains('manager', case=False, na=False)]"
Text/String Operations,get records with product_name beginning as Tech,product_name,,"df[df['product_name'].str.startswith('tech', na=False)]"
Text/String Operations,get values with product_name trailing with dotcom,product_name,,"df[df['product_name'].str.endswith('.com', na=False)]"
Text/String Operations,find rows where email includes 'Manager',email,,"df[df['email'].str.contains('manager', case=False, na=False)]"
Text/String Operations,email has word mngr,email,,"df[df['email'].str.contains('manager', case=False, na=False)]"
Text/String Operations,get records with job_title beginning as mngr,job_title,,"df[df['job_title'].str.startswith('manager', na=False)]"
Text/String Operations,show rows where city starts with dotcom,city,,"df[df['city'].str.startswith('.com', na=False)]"
Text/String Operations,product_name field holds value support,product_name,,"df[df['product_name'].str.contains('support', case=False, na=False)]"
Text/String Operations,city has word hiringg,city,,"df[df['city'].str.contains('hiring', case=False, na=False)]"
Text/String Operations,find email ending in dotcom,email,,"df[df['email'].str.endswith('.com', na=False)]"
Text/String Operations,get values with product_name trailing with Pro,product_name,,"df[df['product_name'].str.endswith('pro', na=False)]"
Text/String Operations,get values with job_title trailing with inc.,job_title,,"df[df['job_title'].str.endswith('inc', na=False)]"
Text/String Operations,find rows where email includes 'manager',email,,"df[df['email'].str.contains('manager', case=False, na=False)]"
Text/String Operations,get records with job_title beginning as pro,job_title,,"df[df['job_title'].str.startswith('pro', na=False)]"
Text/String Operations,find product_name ending in Manager,product_name,,"df[df['product_name'].str.endswith('manager', na=False)]"
Text/String Operations,find department ending in support,department,,"df[df['department'].str.endswith('support', na=False)]"
Text/String Operations,list where department ends with INC,department,,"df[df['department'].str.endswith('inc', na=False)]"
Text/String Operations,show rows where city starts with sup,city,,"df[df['city'].str.startswith('support', na=False)]"
Text/String Operations,job_title has word managr,job_title,,"df[df['job_title'].str.contains('manager', case=False, na=False)]"
Text/String Operations,list where city ends with hiringg,city,,"df[df['city'].str.endswith('hiring', na=False)]"
Text/String Operations,department field begins with dotcom,department,,"df[df['department'].str.startswith('.com', na=False)]"
Text/String Operations,find city ending in Manager,city,,"df[df['city'].str.endswith('manager', na=False)]"
Text/String Operations,job_title field begins with Pro,job_title,,"df[df['job_title'].str.startswith('pro', na=False)]"
Text/String Operations,find department ending in managr,department,,"df[df['department'].str.endswith('manager', na=False)]"
Text/String Operations,get values with email trailing with manager,email,,"df[df['email'].str.endswith('manager', na=False)]"
Text/String Operations,list where company_name ends with .COM,company_name,,"df[df['company_name'].str.endswith('.com', na=False)]"
Text/String Operations,find rows where city includes 'Sales',city,,"df[df['city'].str.contains('sales', case=False, na=False)]"
Text/String Operations,find city ending in support,city,,"df[df['city'].str.endswith('support', na=False)]"
Text/String Operations,list where department ends with Hiring,department,,"df[df['department'].str.endswith('hiring', na=False)]"
Text/String Operations,show all department with tech in it,department,,"df[df['department'].str.contains('tech', case=False, na=False)]"
Text/String Operations,find rows where product_name includes 'TECH',product_name,,"df[df['product_name'].str.contains('tech', case=False, na=False)]"
Text/String Operations,job_title has 'mngr' in it,job_title,,"df[df['job_title'].str.contains('manager', case=False, na=False)]"
Text/String Operations,product_name has word INC,product_name,,"df[df['product_name'].str.contains('inc', case=False, na=False)]"
Text/String Operations,show rows where email starts with sales,email,,"df[df['email'].str.startswith('sales', na=False)]"
Text/String Operations,get records with product_name beginning as TECH,product_name,,"df[df['product_name'].str.startswith('tech', na=False)]"
Text/String Operations,find department ending in Manager,department,,"df[df['department'].str.endswith('manager', na=False)]"
Text/String Operations,get records with email beginning as Support,email,,"df[df['email'].str.startswith('support', na=False)]"
Text/String Operations,job_title has 'hire' in it,job_title,,"df[df['job_title'].str.contains('hiring', case=False, na=False)]"
Text/String Operations,company_name field holds value Sales,company_name,,"df[df['company_name'].str.contains('sales', case=False, na=False)]"
Text/String Operations,show rows where department starts with pro,department,,"df[df['department'].str.startswith('pro', na=False)]"
Text/String Operations,department has word inc.,department,,"df[df['department'].str.contains('inc', case=False, na=False)]"
Text/String Operations,show rows where email starts with INC,email,,"df[df['email'].str.startswith('inc', na=False)]"
Text/String Operations,get values with product_name trailing with dotcom,product_name,,"df[df['product_name'].str.endswith('.com', na=False)]"
Text/String Operations,find product_name ending in Support,product_name,,"df[df['product_name'].str.endswith('support', na=False)]"
Text/String Operations,product_name field begins with TECH,product_name,,"df[df['product_name'].str.startswith('tech', na=False)]"
Text/String Operations,get entries if department contains .com,department,,"df[df['department'].str.contains('.com', case=False, na=False)]"
Text/String Operations,get rows where product_name does not contain 'suport',product_name,,"df[~df['product_name'].str.contains('suport', case=False, na=False)]"
Text/String Operations,get rows where company_name does not contain '.COM',company_name,,"df[~df['company_name'].str.contains('.COM', case=False, na=False)]"
Text/String Operations,find email having 'tech' and company_name with 'hiringg',email,,"df[df['email'].str.contains('tech', case=False, na=False) & df['company_name'].str.contains('hiringg', case=False, na=False)]"
Text/String Operations,get rows where product_name does not contain 'tek',product_name,,"df[~df['product_name'].str.contains('tek', case=False, na=False)]"
Text/String Operations,find department having 'support' and job_title with 'inc.',department,,"df[df['department'].str.contains('support', case=False, na=False) & df['job_title'].str.contains('inc.', case=False, na=False)]"
Text/String Operations,get rows where company_name does not contain 'hiring',company_name,,"df[~df['company_name'].str.contains('hiring', case=False, na=False)]"
Text/String Operations,find company_name having 'salez' and product_name with 'managr',company_name,,"df[df['company_name'].str.contains('salez', case=False, na=False) & df['product_name'].str.contains('managr', case=False, na=False)]"
Text/String Operations,find department having 'salez' and email with 'sales',department,,"df[df['department'].str.contains('salez', case=False, na=False) & df['email'].str.contains('sales', case=False, na=False)]"
Text/String Operations,get rows where product_name does not contain 'Sales',product_name,,"df[~df['product_name'].str.contains('Sales', case=False, na=False)]"
Text/String Operations,get rows where email does not contain 'support',email,,"df[~df['email'].str.contains('support', case=False, na=False)]"
Text/String Operations,list records where department has 'dotcom' or company_name has 'dotcom',department,,"df[df['department'].str.contains('dotcom', case=False, na=False) | df['company_name'].str.contains('dotcom', case=False, na=False)]"
Text/String Operations,get rows where department does not contain 'inc.',department,,"df[~df['department'].str.contains('inc.', case=False, na=False)]"
Text/String Operations,find job_title having 'managr' and city with '.com',job_title,,"df[df['job_title'].str.contains('managr', case=False, na=False) & df['city'].str.contains('.com', case=False, na=False)]"
Text/String Operations,get rows where department does not contain 'tek',department,,"df[~df['department'].str.contains('tek', case=False, na=False)]"
Text/String Operations,get rows where department does not contain 'hiring',department,,"df[~df['department'].str.contains('hiring', case=False, na=False)]"
